text,due_date,channel,image_url
"“2~3일에 책 한 권 쓰는 법”이 가능한 이유

작가의집 책쓰기 방법론은 세 가지 축으로 굴러갑니다.

1) 목차를 먼저 잡지 않습니다. 저자의 머릿속에 이미 쌓여 있는 사례·말투·표현을 인터뷰로 먼저 끄집어냅니다.

2) AI는 “대필자”가 아니라 “받아쓰는 사람”입니다. 저자가 말하면 AI가 정리하고, 저자가 다시 다듬는 순환 구조입니다.

3) 메시지가 모이면 그제야 8~12장으로 묶습니다. 목차는 시작이 아니라 결과입니다.

이 방식으로 25년 차 베테랑 경호원, 인성 전문가, 어머니가 각자의 책을 갖게 됐습니다. 직업과 분야는 다르지만 공통점은 하나입니다 — “쓸 시간이 없어서 못 쓴 게 아니라, 쓰는 방법을 몰랐을 뿐”이라는 사실을 인정한 분들입니다.

직원 워크숍, 임직원 자기경영 교육, 1인 사업자 커뮤니티 강의로 가장 자주 호출되는 주제입니다.

🔗 신청: https://260515golecture.netlify.app/

#작가의집 #책쓰기 #기업교육 #자기경영 #1인출판",2026-05-25 09:00,linkedin,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-linkedin/03-cover.jpg
"2~3일에 책 한 권 쓰는 법, 가능합니다.

키보드로 두드리지 않습니다. 인터뷰로 끄집어내고, AI가 받아쓰고, 저자가 다듬습니다. 목차는 마지막에 잡습니다.

🔗 https://260515golecture.netlify.app/

#작가의집 #책쓰기",2026-05-25 09:00,twitter,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-twitter/03-cover.jpg
"🤖 “이선생과 쓰는 법” — AI 협업 글쓰기 강의

황준연 대표는 이선생과 두 달 만에 94kg → 79kg, 그 기록이 그대로 『다이어트가 가장 쉬웠어요』가 됐습니다. 같은 이선생이 다이어트 상식 100가지를 뒤집은 결과가 후속작 『다이어트 상식의 배신』입니다.

한 사람의 AI 코치가 두 권의 책이 된 사례입니다.

핵심은 두 가지 — 프롬프트는 짧게, 결과물은 저자의 손을 반드시 거칩니다.

🔗 신청: https://260515golecture.netlify.app/",2026-05-26 09:00,facebook,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-facebook/04-cover.jpg
"🤖 “이선생과 쓰는 법” — AI 협업 글쓰기

대표는 이선생과 두 달 만에 94→79kg, 그 기록이 책 한 권이 됐습니다.

같은 이선생이 다이어트 상식 100가지를 뒤집은 결과가 후속작입니다.

프로필 링크 →

#AI글쓰기 #이선생 #챗GPT활용",2026-05-26 09:00,instagram,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-instagram/04-cover.jpg
"AI 협업 글쓰기, 절반만 맞는 통념을 바로잡습니다.

“AI가 글을 대신 써 준다” — 절반만 맞습니다. 진짜 빠른 사람들은 AI에게 다 맡기지 않습니다. 자기 안에 있는 이야기를 빠르게 끄집어내는 도구로 씁니다.

작가의집은 이 방식을 “이선생”이라고 부릅니다. 저자의 말투·사례·핵심 문장을 학습한 “나만의 AI 코치”를 만드는 과정 전체를 가리키는 호칭입니다.

황준연 대표의 실제 사례 — 이선생과 두 달간 94kg→79kg을 감량하고 그 기록을 『다이어트가 가장 쉬웠어요』로 묶었습니다. 같은 이선생이 다이어트 상식 100가지를 뒤집은 결과물이 후속작 『다이어트 상식의 배신』입니다.

한 사람의 AI 코치, 두 권의 책. 이 강의는 글쓰기와 AI 두 가지를 같이 다루셔야 하는 분께 가장 잘 맞습니다 — 마케팅팀, 콘텐츠팀, 임원 자기경영 모임 모두 환영합니다.

🔗 신청: https://260515golecture.netlify.app/

#AI글쓰기 #이선생 #작가의집 #콘텐츠마케팅 #생성형AI",2026-05-26 09:00,linkedin,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-linkedin/04-cover.jpg
"한 사람의 AI 코치가 책 두 권을 만들었습니다.

『다이어트가 가장 쉬웠어요』 · 『다이어트 상식의 배신』 — 둘 다 “이선생”에서 시작됐습니다.

🔗 https://260515golecture.netlify.app/

#AI글쓰기 #작가의집",2026-05-26 09:00,twitter,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-twitter/04-cover.jpg
"💰 “1인 출판사로 연 1억 버는 법” — 황준연 대표 초청강의 3번 주제

결론은 단순합니다. 1인 출판은 책을 많이 찍어 파는 사업이 아니라, 한 권의 책을 일곱 가지 상품으로 펼치는 사업입니다.

무료 → 29 → 39 → 99 → 330 → 770 → 1200만원.

같은 메시지가 일곱 가격대로 나란히 설 때, 한 권의 책이 연 1억의 입구가 됩니다. 강의에서는 7단 상품 사다리를 그대로 공개합니다.

🔗 신청: https://260515golecture.netlify.app/",2026-05-27 09:00,facebook,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-facebook/05-cover.jpg
"💰 “1인 출판사로 연 1억 버는 법”

한 권의 책을 일곱 가지 상품으로 펼치는 사업.

무료→29→39→99→330→770→1200만원.

같은 메시지가 일곱 가격대로 나란히 설 때, 책 한 권이 연 1억의 입구가 됩니다.

프로필 링크 →

#1인출판 #지식창업 #상품사다리",2026-05-27 09:00,instagram,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-instagram/05-cover.jpg
"“1인 출판사로 연 1억 버는 법” — 7단 상품 사다리 공개

연 100여 권을 기획·출간하며 도달한 결론은 단순합니다. 1인 출판은 책을 많이 찍어 파는 사업이 아니라, 한 권의 책을 일곱 가지 상품으로 펼치는 사업입니다.

▪ 무료 리드 마그넷
▪ 29,000원 e북
▪ 39만원 강의
▪ 99만원 워크숍
▪ 330만원 코칭
▪ 770만원 마스터마인드
▪ 1,200만원 1년 협업

같은 메시지가 일곱 가격대로 나란히 설 때, 한 권의 책이 연 1억의 입구가 됩니다.

『다이어트가 가장 쉬웠어요』가 후속작 『다이어트 상식의 배신』으로 이어지고, 그 흐름이 다이어트 코칭·이선생 워크숍으로 펼쳐집니다. 오정수 저자의 『당신의 아이는 안전합니까?』가 학부모 대상 안전 강연으로, 이은정 저자의 『그동안 애쓰셨습니다』가 인생 후반전 강의로 자연스럽게 연결되는 구조도 같은 원리입니다.

강의에서는 이 7단 상품 사다리를 그대로 공개합니다. 어느 단계에서 어떤 고객이 들어오고 빠져나가는지, 다음 단계로 끌어올리는 문장이 무엇인지까지 그날 보여드리는 숫자로 설명합니다.

🔗 신청: https://260515golecture.netlify.app/

#1인출판 #지식창업 #비즈니스모델 #작가의집 #스타트업",2026-05-27 09:00,linkedin,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-linkedin/05-cover.jpg
"1인 출판은 책을 많이 찍어 파는 사업이 아닙니다.

한 권의 책을 일곱 가지 상품(0/29/39/99/330/770/1200만원)으로 펼치는 사업입니다.

🔗 https://260515golecture.netlify.app/

#1인출판 #지식창업",2026-05-27 09:00,twitter,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-twitter/05-cover.jpg
"💼 “책 한 권이 만드는 브랜드” — 퍼스널 브랜딩 강의

명함보다 강한 게 책입니다. 명함은 서랍에 들어가지만, 책은 책꽂이에서 1년, 5년, 10년을 견딥니다.

25년 차 경호원 오정수 저자는 “당신의 아이는 안전합니까?” 한 문장 제목으로 학부모 강연장의 1순위가 됐습니다. 이은정 저자의 “그동안 애쓰셨습니다”는 강연·코칭 프로그램 이름이 됐습니다.

책 제목이 곧 브랜드 슬로건입니다.

🔗 신청: https://260515golecture.netlify.app/",2026-05-28 09:00,facebook,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-facebook/06-cover.jpg
"💼 “책 한 권이 만드는 브랜드”

명함보다 강합니다. 명함은 서랍에 들어가지만, 책은 책꽂이에서 10년을 견딥니다.

책 제목이 곧 브랜드 슬로건이 됩니다.

프로필 링크 →

#퍼스널브랜딩 #브랜딩 #1인기업",2026-05-28 09:00,instagram,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-instagram/06-cover.jpg
"“책 한 권이 만드는 브랜드” — 퍼스널 브랜딩의 가장 단단한 방식

명함보다 강한 게 책입니다. 명함은 받는 순간 서랍에 들어가지만, 책은 책꽂이에 꽂혀 1년, 5년, 10년을 견딥니다.

오정수 저자 사례 — 25년 차 경호원이라는 경력은 그 자체로 무겁지만, 그 경력을 “당신의 아이는 안전합니까?”라는 한 문장 제목으로 옮긴 순간, 학부모 강연장에서 가장 먼저 찾는 전문가가 됐습니다. 이은정 저자의 “그동안 애쓰셨습니다”는 오십을 앞둔 사람들에게 던지는 위로 인사가 그대로 강연 제목·코칭 프로그램 이름으로 옮겨 갔습니다.

책 제목이 곧 브랜드 슬로건이 되는 구조입니다.

강의에서는 세 가지를 다룹니다.
1) 경력·경험 중 책 한 권으로 묶을 “한 줄 메시지” 찾기
2) 책 제목·강연 제목·SNS 바이오를 같은 톤으로 흐르게 하기
3) 출간 후 6개월 안에 강연 의뢰가 들어오는 노출 시퀀스

전문직, 1인 사업자, 임원 대상 사내 교육에 가장 잘 맞습니다.

🔗 신청: https://260515golecture.netlify.app/

#퍼스널브랜딩 #1인기업 #리더십 #작가의집",2026-05-28 09:00,linkedin,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-linkedin/06-cover.jpg
"명함보다 강한 게 책입니다. 명함은 서랍에 들어가지만, 책은 책꽂이에서 10년을 견딥니다.

책 제목이 곧 브랜드 슬로건이 됩니다.

🔗 https://260515golecture.netlify.app/

#퍼스널브랜딩",2026-05-28 09:00,twitter,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-twitter/06-cover.jpg
"🎤 “작가와의 만남” — 북토크가 모임을 살립니다

큰 서점·도서관만의 행사가 아닙니다. 동네 책방, 카페, 사무실, 학부모회 강당 — 사람이 모여 앉을 자리면 어디든 됩니다.

세 단계로 진행합니다.
① 가장 뜨거운 챕터 낭독
② 그 챕터가 나온 뒷이야기
③ 독자 질문, 그 자리에서 답

도서 10권 이상 단체구매가 함께 있으면 강연료를 할인하거나, 작은 모임은 무료로 진행해 드리는 경우도 있습니다.

🔗 신청: https://260515golecture.netlify.app/",2026-05-29 09:00,facebook,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-facebook/07-cover.jpg
"🎤 “작가와의 만남”

큰 서점·도서관만의 행사가 아닙니다. 동네 책방, 카페, 사무실 — 사람이 모여 앉을 자리면 어디든 북토크가 됩니다.

70~90분이면 끝납니다.

프로필 링크 →

#북토크 #낭독회 #작가만남",2026-05-29 09:00,instagram,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-instagram/07-cover.jpg
"“작가와의 만남” — 북토크가 모임을 살리는 이유

북토크라고 하면 큰 서점·도서관 행사로 생각하시는 분이 많습니다. 작가의집은 반대로 일합니다. 동네 책방, 카페, 사무실 회의실, 학부모회 강당 — 사람이 모여 앉을 자리만 있으면 어디든 북토크가 됩니다.

책 한 권을 사이에 두고 작가와 독자가 같은 방에 앉아 있는 한 시간이, 어떤 마케팅보다 강한 경험으로 남기 때문입니다.

작가의집 북토크는 세 단계로 구성됩니다.
1) 가장 뜨거운 챕터를 작가가 직접 낭독
2) 그 챕터가 나오기까지의 뒷이야기
3) 독자 질문, 그 자리에서 답

『당신의 아이는 안전합니까?』 북토크에서는 25년 경호 현장의 비공개 사례를, 『아들아, 인생 이렇게 살아라』 북토크에서는 어머니가 아들에게 끝내 보내지 못한 편지 이야기를 꺼냅니다.

도서관·서점·교회·기업 내 도서 모임에서 자주 호출되는 주제입니다. 도서 10권 이상 단체구매가 함께 있으면 강연료를 할인하거나, 작은 모임은 무료로 진행해 드리는 경우도 있습니다.

🔗 신청: https://260515golecture.netlify.app/

#북토크 #작가의집 #도서관행사 #기업독서경영",2026-05-29 09:00,linkedin,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-linkedin/07-cover.jpg
"북토크는 큰 서점·도서관에서만 가능한 행사가 아닙니다. 사람이 모여 앉을 자리면 어디든 됩니다.

70~90분, 낭독 · 뒷이야기 · Q&A.

🔗 https://260515golecture.netlify.app/

#북토크",2026-05-29 09:00,twitter,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-twitter/07-cover.jpg
"💵 강의료는 협의 가능합니다 — 가격표 읽는 법

기준선 공개합니다.
▫ 소규모(10~30명) 50~150만원
▫ 중형(30~100명) 150~300만원
▫ 대형(100명+) 300~500만원
▫ 온라인 20~30% 할인

확정가가 아니라 기준선입니다. “이만큼은 가능합니다”라고 적어 주시면 거기서부터 대화가 시작됩니다.

🔗 신청: https://260515golecture.netlify.app/",2026-06-01 09:00,facebook,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-facebook/08-cover.jpg
"💵 강의료는 협의 가능합니다.

가격표는 확정이 아니라 기준선입니다.

“이만큼은 가능합니다”라고 적어 주시면, 그 줄에서 대화가 시작됩니다.

프로필 링크 →

#강연료 #강사섭외 #초청강의",2026-06-01 09:00,instagram,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-instagram/08-cover.jpg
"강의료에 대한 작가의집의 입장 — 가격표는 기준선입니다

가격표부터 공개합니다.
▪ 소규모 특강(10~30명): 50~150만원
▪ 중형 강연(30~100명): 150~300만원
▪ 대형 강연(100명 이상): 300~500만원
▪ 온라인은 20~30% 할인

단, 이 숫자는 확정가가 아닙니다. 기준선일 뿐입니다.

작가의집이 강의료에 대해 유연한 이유는 단순합니다. 강연 한 번은 한 권의 책이 새로운 독자를 만나는 입구이기 때문입니다. 인원이 적어도 메시지가 잘 닿을 자리라면 기준선보다 낮춰 갑니다. 도서를 단체구매하는 경우, 강연료를 할인하거나 작은 북토크는 무료로 진행해 드리는 경우도 있습니다.

반대로 기업 내부 워크숍·임원 대상 강연처럼 결과물을 즉시 실행으로 옮겨야 하는 자리는 사전 인터뷰·맞춤 슬라이드 제작이 더해지면서 기준선보다 올라갑니다.

정해진 가격을 받아 가는 게 아니라, 그 자리의 무게에 맞춰 가격을 다시 그리는 방식입니다. 신청 폼에 “이만큼은 가능합니다”라고 적어 주시면 됩니다. 그 줄에서 대화가 시작됩니다.

🔗 신청: https://260515golecture.netlify.app/

#작가의집 #강연료 #초청강의 #기업특강",2026-06-01 09:00,linkedin,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-linkedin/08-cover.jpg
"강의료는 협의 가능합니다.

▫ 10~30명 50~150
▫ 30~100명 150~300
▫ 100명+ 300~500 (만원)
▫ 온라인 20~30% 할인

기준선일 뿐입니다.

🔗 https://260515golecture.netlify.app/",2026-06-01 09:00,twitter,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-twitter/08-cover.jpg
"📦 도서 10권부터, 북토크 강연료를 다시 계산합니다

학부모회가 『당신의 아이는 안전합니까?』(오정수)를 30권 단체구매하고 강연을 부르는 경우가 가장 잦은 예입니다. 도서관 인생 후반 모임은 『그동안 애쓰셨습니다, 사람도 삶도』(이은정), 학부모 동아리는 『아들아, 인생 이렇게 살아라』(최영옥)를 같은 방식으로 호출합니다.

기업도 마찬가지 — 임직원에게 책을 선물하면서 저자 특강을 같은 날 잡으면, 단발 강연료보다 효율이 높습니다.

10권부터입니다. 그 위로는 협의입니다.

🔗 신청: https://260515golecture.netlify.app/",2026-06-02 09:00,facebook,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-facebook/09-cover.jpg
"📦 도서 10권부터, 북토크 강연료를 다시 계산합니다.

같은 책을 같은 자리에 모인 10명이 함께 읽는 일이 한 권씩 흩어져 팔리는 것보다 훨씬 강한 일을 만든다고 믿습니다.

프로필 링크 →

#단체구매 #학부모회 #독서경영",2026-06-02 09:00,instagram,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-instagram/09-cover.jpg
"기업 독서경영·학부모회·도서관 운영자분들께 — 도서 10권부터 북토크 강연료를 다시 계산합니다

작가의집 단체구매 정책은 한 줄로 요약됩니다.
“10권 이상이면 북토크 강연료를 할인하거나, 작은 모임은 무료로 진행해 드립니다.”

출판사가 손해 보는 장사를 한다는 뜻이 아닙니다. 책이 한 권씩 흩어져 팔리는 것보다, 같은 책을 같은 자리에 모인 10명이 함께 읽는 쪽이 훨씬 강한 일을 만든다고 믿기 때문입니다.

▪ 학부모회 — 『당신의 아이는 안전합니까?』(오정수) 30권 단체구매 + 학부모 안전 강연
▪ 도서관 — 『그동안 애쓰셨습니다, 사람도 삶도』(이은정) + 인생 후반전 모임
▪ 학부모 동아리 — 『아들아, 인생 이렇게 살아라』(최영옥)

기업에서는 임직원에게 책 한 권씩 선물하면서 같은 날 저자 특강을 한 시간 잡으면, 단발 강연료보다 효율이 높습니다. AI 협업·자기경영 주제로는 『다이어트가 가장 쉬웠어요』·『산만한 게 아니라 동시다발적인 겁니다』가 자주 묶입니다.

10권부터입니다. 그 위로는 협의입니다.

🔗 신청: https://260515golecture.netlify.app/

#독서경영 #직원교육 #복리후생 #작가의집 #단체구매",2026-06-02 09:00,linkedin,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-linkedin/09-cover.jpg
"도서 10권부터, 북토크 강연료를 다시 계산합니다.

같은 책을 같은 자리에서 10명이 함께 읽는 일이, 한 권씩 흩어져 팔리는 것보다 훨씬 강한 일을 만듭니다.

🔗 https://260515golecture.netlify.app/",2026-06-02 09:00,twitter,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-twitter/09-cover.jpg
"📨 답장은 대표가 직접, 2영업일 안에 드립니다

신청서가 들어오면 황준연 대표가 직접 읽고 2영업일 안에 회신합니다. 비서·매니저가 거르지 않습니다.

답장에 이미 구체적인 제안이 담겨 있습니다. “이 주제라면 1번이 잘 맞고, 30명 규모라면 90분 구성”처럼, 답장이 곧 첫 회의 자료가 됩니다.

3분이면 끝납니다. 2영업일이면 답이 옵니다.

🔗 신청: https://260515golecture.netlify.app/",2026-06-03 09:00,facebook,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-facebook/10-cover.jpg
"📨 답장은 대표가 직접, 2영업일 안에 드립니다.

비서·매니저가 거르지 않습니다. 답장에 이미 구체적인 제안이 담겨 있습니다.

3분이면 끝납니다.

프로필 링크 →

#2영업일회신 #강연섭외 #대표직접답장",2026-06-03 09:00,instagram,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-instagram/10-cover.jpg
"강연 섭외 담당자분들께 — 답장은 대표가 직접, 2영업일 안에 드립니다

강연 섭외를 해 보신 분은 아실 겁니다. 가장 답답한 건 가격이 아니라 침묵입니다. 폼을 채워 보냈는데 일주일이 지나도 답이 없으면, 그 행사는 결국 다른 강사를 찾게 됩니다.

작가의집은 그 침묵을 없애려고 한 가지 약속을 했습니다. 신청서가 들어오면 황준연 대표가 직접 읽고 2영업일 안에 회신합니다.

대표가 직접 본다는 말은 두 가지 뜻입니다. 첫째, 비서·매니저가 거르지 않습니다. 강연료가 낮다고 분류해 버리는 단계가 없습니다. 둘째, 답장에 이미 구체적인 제안이 담겨 있습니다 — “이 주제라면 1번이 잘 맞을 것 같고, 30명 규모라면 90분 구성을 추천드린다”는 식으로, 답장이 곧 첫 회의 자료가 되도록 씁니다.

이 방식이 가능한 이유는 단순합니다. 작가의집은 강연을 책 한 권의 연장선으로 봅니다. 어떤 자리에 어떤 책의 어떤 메시지가 가장 잘 맞을지 대표가 직접 골라 답합니다.

3분이면 끝납니다. 2영업일이면 답이 옵니다.

🔗 신청: https://260515golecture.netlify.app/

#강연섭외 #작가의집 #초청강의 #B2B",2026-06-03 09:00,linkedin,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-linkedin/10-cover.jpg
"강연 섭외에서 가장 답답한 건 가격이 아니라 침묵입니다.

작가의집은 그 침묵을 없앴습니다. 황준연 대표가 직접 읽고 2영업일 안에 회신합니다.

🔗 https://260515golecture.netlify.app/",2026-06-03 09:00,twitter,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-twitter/10-cover.jpg
"✅ 신청 4단계 — 3분이면 끝납니다

① 설문 작성 (3분) — 강의료·인원·주제·장소·시간을 자유롭게
② 대표 검토 · 2영업일 내 회신 — 답장에 이미 구체적인 제안이
③ 세부 조율 · 계약 — 강의 구성·자료·도서 단체구매까지 한 번에
④ 현장 강의 · 사후 케어 — 강연 후속 질문까지

그 자리에서 끝나지 않게 만드는 것까지가 작가의집의 일입니다.

🔗 신청: https://260515golecture.netlify.app/",2026-06-04 09:00,facebook,https://raw.githubusercontent.com/Jakkashouse/jakkashouse-promo-assets/main/260522-golecture-facebook/11-cover.jpg
